id,nombre,provincia,partido,foto,email,telefono,periodo_inicio,periodo_fin
3297,"Gonzalez Iramain, Hector",La Rioja,Socialista,,,,1935-05-02,1944-04-30
3293,"Gonzalez, Joaquin  Victor",La Rioja,Sin Especificar,,,,1916-06-13,1925-04-30
3492,"Gonzalez, Lucas",Santa Fe,Sin Especificar,,,,1862-08-19,1868-04-30
3109,"Gonzalez, Severo",Córdoba,Sin Especificar,,,,1854-10-17,1863-04-30
542,"González Riollo, Gabriela",San Luis,Avanzar y Cambiemos por San Luis,https://api.argentinadatos.com/static/senado/senadores/542.gif,,,2021-12-09,2023-12-09
369,"González de Duhalde, Hilda Beatriz",Buenos Aires,Alianza Frente Justicialista,https://api.argentinadatos.com/static/senado/senadores/369.gif,,,2005-12-10,2011-12-09
494,"González, Gladys Esther",Buenos Aires,Cambiemos Buenos Aires,https://api.argentinadatos.com/static/senado/senadores/494.gif,,,2017-12-27,2023-12-09
477,"González, María Teresa Margarita",Formosa,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/477.gif,maria.gonzalez@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
456,"González, Nancy Susana",Chubut,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/456.gif,,,2015-12-10,2021-12-09
425,"González, Pablo G.",Santa Cruz,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/425.gif,,,2011-12-10,2017-12-09
3288,"Gordillo, Santiago",La Rioja,Sin Especificar,,,,1871-07-27,1880-04-30
3625,"Gorostiaga, Luciano",Santiago del Estero,Sin Especificar,,,,1868-07-11,1877-04-30
3338,"Graffigna, Santiago S. B.",San Juan,Sin Especificar,,,,1941-01-10,1950-04-30
3471,"Granel, Joaquin",Santa Fe,Sin Especificar,,,,1865-04-28,1874-04-30
3040,"Graziano, Alberto  Antonio",Ciudad Autónoma de Buenos Aires,Sin Especificar,,,,1954-05-12,1958-04-30
59,"Grosso, Edgardo R.",Córdoba,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/59.gif,,,1986-11-28,1995-12-09
3279,"Grubisich, Pablo Eliseo",La Pampa,Al. Pop. Fed.-Santa Fe,,,,1973-05-03,1977-03-31
379,"Guastavino, Pedro Guillermo Ángel",Entre Ríos,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/379.gif,,,2013-12-10,2019-12-09
3140,"Guemes, Luis",Salta,Sin Especificar,,,,1907-05-11,1916-04-30
515,"Guerra, Ricardo Antonio",La Rioja,Frente Justicialista Riojano,https://api.argentinadatos.com/static/senado/senadores/515.gif,,,2021-02-24,2023-12-09
3410,"Guevara Civit, Armando J.",Mendoza,Sin Especificar,,,,1941-04-22,1950-04-30
3459,"Guido, Jose Maria",Río Negro,U. C. R. Intransigente,,,,1958-03-31,1967-04-30
3323,"Guido, Tomas",San Juan,Sin Especificar,,,,1854-10-17,1863-04-30
288,"Guinle, Marcelo Alejandro Horacio",Chubut,Justicialista,https://api.argentinadatos.com/static/senado/senadores/288.gif,,,2001-12-10,2003-12-09
3425,"Guiñazu, Oseas",Mendoza,Sin Especificar,,,,1892-08-11,1901-04-30
3536,"Guiñazu, Victor S.",San Luis,Sin Especificar,,,,1910-04-29,1919-04-30
15,"Gurdulich de Correa, Liliana",Santa Fe,Justicialista,https://api.argentinadatos.com/static/senado/senadores/15.gif,,,1983-11-29,1992-12-09
3593,"Guzman, Alfredo",Tucumán,Sin Especificar,,,,1928-04-30,1937-04-30
3223,"Guzman, Benjamin",Jujuy,Sin Especificar,,,,1958-03-31,1967-04-30
592,"Guzmán Coraita, Gonzalo",Salta,Alianza la Libertad Avanza,,gonzalo.guzman@senado.gob.ar,(+54 11) 28223000,2025-12-10,2031-12-09
314,"Gómez Diez, Ricardo",Salta,Renovador de Salta,https://api.argentinadatos.com/static/senado/senadores/314.gif,,,2001-12-10,2007-12-09
3158,"Güemes, Martin G.",Salta,Sin Especificar,,,,1889-08-27,1898-04-30
279,"Halak, Beatriz Susana",Córdoba,Justicialista,https://api.argentinadatos.com/static/senado/senadores/279.gif,,,2001-12-10,2003-12-09
3370,"Hernandez, Saba Z.",Entre Ríos,Sin Especificar,,,,1889-05-14,1898-04-30
3207,"Herrera, Dermidio Fernando Lucio",Catamarca,Frejuli,,,,1973-05-03,1977-03-31
3322,"Herrera, Jose Jorge",La Rioja,Frejuli,,,,1973-05-03,1977-03-31
3179,"Herrera, Julio",Catamarca,Sin Especificar,,,,1946-07-19,1949-04-30
3340,"Herrera, Paulino B.",San Juan,Sin Especificar,,,,1952-04-25,1958-04-30
3299,"Herrera, Ramon Esteban",La Rioja,Sin Especificar,,,,1949-09-27,1952-04-30
407,"Higonet, Maria de los Angeles",La Pampa,Justicialista,https://api.argentinadatos.com/static/senado/senadores/407.gif,,,2009-12-10,2015-12-09
531,"Huala, María Victoria",La Pampa,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/531.gif,victoria.huala@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
90,"Humada, Julio Cesar",Misiones,Justicialista,https://api.argentinadatos.com/static/senado/senadores/90.gif,,,1992-12-02,2001-12-09
492,"Ianni, Ana María",Santa Cruz,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/492.gif,,,2017-12-10,2023-12-09
3154,"Ibarguren, Federico",Salta,Sin Especificar,,,,1871-07-01,1880-04-30
3064,"Ibarguren, Prudencio Maximo",Buenos Aires,Sin Especificar,,,,1952-04-25,1955-04-30
3624,"Ibarra, Absalon",Santiago del Estero,Sin Especificar,,,,1868-07-11,1877-04-30
273,"Ibarra, Vilma Lidia",Ciudad Autónoma de Buenos Aires,Frepaso,https://api.argentinadatos.com/static/senado/senadores/273.gif,,,2001-12-10,2007-12-09
3366,"Icart, Demetrio",Entre Ríos,Sin Especificar,,,,1860-05-01,1869-04-30
3015,"Igarzabal, Rafael",San Juan,Sin Especificar,,,,1877-05-03,1886-04-30
3031,"Irigoyen, Bernardo De",Buenos Aires,Unión Cívica Radical,,,,1902-08-19,1910-04-30
3076,"Irigoyen, Ignacio D.",Buenos Aires,Unión Cívica Radical,,,,1910-06-18,1919-04-30
3472,"Iriondo, Simon De",Santa Fe,Sin Especificar,,,,1883-05-08,1892-04-30
3563,"Iriondo, Urbano De",Santiago del Estero,Sin Especificar,,,,1854-10-17,1857-04-30
423,"Irrazábal, Juan Manuel",Misiones,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/423.gif,,,2011-12-10,2017-12-09
310,"Isidori, Amanda Mercedes",Río Negro,Unión Cívica Radical,,,,2001-12-10,2007-12-09
3238,"Iturbe, Alberto Jose",Jujuy,Sin Especificar,,,,1952-06-11,1958-04-30
3216,"Iturbe, Octavio",Jujuy,Sin Especificar,,,,1913-09-16,1922-04-30
3175,"Iturralde, Antonio",Formosa,Sin Especificar,,,,1958-03-31,1961-04-30
3500,"Iturraspe, Ignacio",Santa Fe,Sin Especificar,,,,1913-04-29,1922-04-30
389,"Itúrrez de Cappellini, Ada Rosa del Valle",Santiago del Estero,Frente Cívico por Santiago,https://api.argentinadatos.com/static/senado/senadores/389.gif,,,2013-12-10,2019-12-09
3352,"Jameson de la Precilla, Alberto",San Juan,Sin Especificar,,,,1906-05-15,1913-04-30
345,"Jaque, Celso Alejandro",Mendoza,Justicialista,,,,2003-12-10,2009-12-09
3452,"Jaritonsky, Jose",Neuquén,Sin Especificar,,,,1958-03-31,1961-04-30
3243,"Jauregui, Rafael Zenon",Jujuy,Al. Pop. Federalista-Catamarca,,,,1973-05-03,1977-03-31
297,"Jenefes, Guillermo Raúl",Jujuy,Justicialista,https://api.argentinadatos.com/static/senado/senadores/297.gif,,,2001-12-10,2005-12-09
16,"Jimenez Montilla, Arturo I.",Tucumán,Justicialista,https://api.argentinadatos.com/static/senado/senadores/16.gif,,,1983-11-29,1992-12-09
60,"Jorge, Annuar",Jujuy,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/60.gif,,,1983-12-21,1989-12-09
3116,"Juarez Celman, Miguel",Córdoba,Sin Especificar,,,,1883-07-31,1892-04-30
17,"Juarez, Carlos Arturo",Santiago del Estero,Justicialista,https://api.argentinadatos.com/static/senado/senadores/17.gif,,,2001-12-10,2007-12-09
3598,"Juarez, Jose Gregorio",Tucumán,Sin Especificar,,,,1958-04-30,1964-04-30
400,"Juez, Luis Alfredo",Córdoba,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/400.gif,luis.juez@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
534,"Juri, Mariana",Mendoza,Frente Cambia Mendoza,https://api.argentinadatos.com/static/senado/senadores/534.gif,mariana.juri@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
3020,"Justo, Juan Bautista",Ciudad Autónoma de Buenos Aires,Socialista,,,,1924-05-30,1928-04-30
366,"Kirchner, Alicia Margarita Antonia",Santa Cruz,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/366.gif,alicia.kirchner@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
530,"Kroneberger, Daniel Ricardo",La Pampa,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/530.gif,daniel.kroneberger@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
502,"Kueider, Edgardo Darío",Entre Ríos,Frente Todos,https://api.argentinadatos.com/static/senado/senadores/502.gif,,,2019-12-10,2024-12-12
437,"Kunath, Sigrid Elisabeth",Entre Ríos,Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/437.gif,,,2013-12-10,2019-12-09
426,"Labado, María Ester",Santa Cruz,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/426.gif,,,2011-12-10,2017-12-09
18,"Lafferriere, Ricardo Emilio",Entre Ríos,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/18.gif,,,1986-11-28,1995-12-09
3057,"Lainez, Manuel",Buenos Aires,Sin Especificar,,,,1904-05-21,1913-04-30
320,"Lamberto, Oscar Santiago",Santa Fe,Justicialista,,,,2001-12-10,2003-12-09
3520,"Landaburu, Laureano",San Luis,U. C. R. Antipersonalista,,,,1941-01-22,1950-01-22
3123,"Larlus, Pedro",Córdoba,Sin Especificar,,,,1919-04-30,1928-04-30
3396,"Larrauri, Juana",Entre Ríos,Peronista,,,,1955-04-26,1961-04-30
3325,"Laspiur, Saturnino M.",San Juan,Sin Especificar,,,,1862-05-26,1871-04-30
321,"Latorre, Roxana Itatí",Santa Fe,Justicialista,https://api.argentinadatos.com/static/senado/senadores/321.gif,,,2001-12-10,2003-12-09
3394,"Laurencena, Eduardo",Entre Ríos,Unión Cívica Radical,,,,1932-01-20,1935-04-30
3596,"Lazaro, Juan Fernando De",Tucumán,Sin Especificar,,,,1946-04-30,1955-04-30
3035,"Le Breton, Tomas A.",Ciudad Autónoma de Buenos Aires,Unión Cívica Radical,,,,1922-08-22,1931-04-30
3145,"Leavy, Napoleón Tomas",Salta,Sin Especificar,,,,1958-03-31,1967-04-30
508,"Leavy, Sergio Napoleón",Salta,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/508.gif,,,2019-12-10,2025-12-09
3461,"Lebrero, Carlos Alberto",Santa Cruz,Sin Especificar,,,,1961-04-28,1970-04-30
79,"Leconte, Ricardo G.",Corrientes,Liberal,https://api.argentinadatos.com/static/senado/senadores/79.gif,,,1983-11-29,1989-12-09
509,"Ledesma Abdala de Zamora, Claudia",Santiago del Estero,Frente Cívico por Santiago,https://api.argentinadatos.com/static/senado/senadores/509.gif,,,2019-12-10,2025-12-09
3159,"Leguizamon, Delfin",Salta,Sin Especificar,,,,1889-08-27,1898-04-30
3136,"Leguizamon, Juan M.",Salta,Sin Especificar,,,,1880-07-03,1889-04-30
350,"Leguizamón, María Laura",Buenos Aires,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/350.gif,,,2011-12-10,2017-12-09
3468,"Leiva, Manuel",Entre Ríos,Sin Especificar,,,,1860-05-01,1869-04-30
19,"Leon, Luis A.",Chaco,Unión Cívica Radical,,,,1992-12-02,2001-12-09
292,"Lescano, Marcela Fabiana",Formosa,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/292.gif,,,2001-12-10,2005-12-09
538,"Lewandowski, Marcelo Nestor",Santa Fe,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/538.gif,marcelo.lewandowski@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
529,"Linares, Carlos Alberto",Chubut,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/529.gif,carlos.linares@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
415,"Linares, Jaime",Buenos Aires,Frente Amplio Progresista,https://api.argentinadatos.com/static/senado/senadores/415.gif,,,2011-12-10,2017-12-09
3162,"Linares, Luis",Salta,Unión Cívica Radical,,,,1925-04-28,1934-04-30
3155,"Linares, Segundo.",Salta,Sin Especificar,,,,1871-07-01,1880-04-30
3571,"Llanos, Pedro",Santiago del Estero,Sin Especificar,,,,1919-04-30,1928-04-30
3531,"Llerena, Juan",San Luis,Sin Especificar,,,,1865-04-28,1874-04-30
3191,"Lobo, Jose Luis",Catamarca,Sin Especificar,,,,1865-04-30,1874-04-30
3614,"Lopez Peña, Lucio",Tucumán,Defensa Provincial de Tucuman,,,,1932-01-20,1941-04-30
216,"Lopez, Alcides Humberto",Entre Ríos,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/216.gif,,,1995-11-29,2001-12-09
3513,"Lopez, Bernabe",San Luis,Sin Especificar,,,,1854-10-17,1857-04-30
3051,"Lopez, Jorge Oscar",Chubut,U. C. R. Del Pueblo,,,,1963-08-12,1969-04-30
3467,"Lorenzo, Jorge Luis",Santa Cruz,Unión Cívica Radical,,,,1973-05-03,1977-03-31
3052,"Lorenzo, Ramon",Chubut,Sin Especificar,,,,1973-05-03,1977-03-31
3395,"Lorenzon, Ricardo Octavio",Entre Ríos,Sin Especificar,,,,1949-04-26,1952-04-30
384,"Lores, Horacio",Neuquén,Movimiento Popular Neuquino,,,,2007-12-10,2013-12-09
536,"Losada, Carolina",Santa Fe,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/536.gif,carolina.losada@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
3439,"Losada, Mario",Misiones,Unión Cívica Radical,,,,1973-05-03,1977-03-31
20,"Losada, Mario Aníbal",Misiones,Unión Cívica Radical,,,,2001-12-10,2005-12-09
497,"Lousteau, Martín",Ciudad Autónoma de Buenos Aires,Juntos por el Cambio,https://api.argentinadatos.com/static/senado/senadores/497.gif,,,2019-12-10,2025-12-09
3146,"Lovaglio, Dante Armando",Salta,Laborista Nacionalista-Salta,,,,1963-08-12,1972-04-30
464,"Lovera, Daniel Aníbal",La Pampa,Alianza Frente P/Victoria (Peronismo Pampeano),https://api.argentinadatos.com/static/senado/senadores/464.gif,,,2015-12-10,2021-12-09
262,"Loza, Juan Carlos",San Juan,Cruzada Renovadora de San Juan,,,,1992-12-02,2001-12-09
3003,"Lubary, Gines A.",Chaco,Conservador del Chaco,,,,1963-08-12,1966-04-30
3253,"Lubary, Juan Jose",Corrientes,Democrata Nacional,,,,1932-01-20,1941-01-19
3530,"Lucero, Cecilio",San Luis,Sin Especificar,,,,1863-04-30,1866-04-30
3532,"Lucero, Victor C.",San Luis,Sin Especificar,,,,1874-09-26,1883-04-30
3538,"Luco, Francisco R.",San Luis,Peronista,,,,1952-04-25,1958-04-30
3086,"Luder, Italo Argentino",Buenos Aires,Frejuli,,,,1973-05-03,1977-03-31
21,"Ludueña, Felipe Ernesto",Santa Cruz,Justicialista,,,,1989-12-09,1998-12-09
457,"Luenzo, Alfredo Héctor",Chubut,Chubut Somos Todos,https://api.argentinadatos.com/static/senado/senadores/457.gif,,,2015-12-10,2021-12-09
3312,"Luna, David",La Rioja,Sin Especificar,,,,1916-04-29,1925-04-30
420,"Luna, Mirtha María Teresita",La Rioja,Alianza Frente para la Victoria Riojano,https://api.argentinadatos.com/static/senado/senadores/420.gif,,,2011-12-10,2017-12-09
3580,"Luna, Pedro Antonio",Santiago del Estero,Frejuli,,,,1973-05-03,1977-03-31
3088,"Luque, Mateo J.",Córdoba,Sin Especificar,,,,1871-04-30,1880-04-30
312,"López Arias, Marcelo Eduardo",Salta,Justicialista,,,,2001-12-10,2007-12-09
487,"López Valverde, Cristina del Carmen",San Juan,Frente Todos,https://api.argentinadatos.com/static/senado/senadores/487.gif,,,2017-12-10,2023-12-09
574,"López, Cándida Cristina","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/574.gif,cristina.lopez@senado.gob.ar,(+54 11) 28223000,2025-12-10,2031-12-09
555,"López, María Florencia",La Rioja,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/555.gif,florencia.lopez@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
414,"López, Osvaldo Ramón","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Afirmación para una República Igualitaria,,,,2011-07-27,2013-12-09
22,"Mac Karthy, Cesar",Chubut,Justicialista,,,,1989-12-06,1998-12-09
3372,"Macia, Salvador",Entre Ríos,Sin Especificar,,,,1907-04-30,1916-04-30
3256,"Madariaga, Eduardo",Corrientes,Sin Especificar,,,,1949-04-26,1952-04-30
3246,"Madariaga, Juan",Corrientes,Sin Especificar,,,,1862-05-24,1868-04-30
286,"Maestro, Carlos",Chubut,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/286.gif,,,2001-12-10,2003-12-09
237,"Maglietti, Alberto Ramon",Formosa,Unión Cívica Radical,,,,1996-06-19,2001-12-09
3447,"Majluf, Amado",Neuquén,Sin Especificar,,,,1961-06-28,1970-04-30
3196,"Malbran, Carlos G.",Catamarca,Sin Especificar,,,,1910-10-29,1919-04-30
23,"Malharro de Torres, Margarita",Mendoza,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/23.gif,,,1983-11-29,1992-12-09
3455,"Malleville, Julio A.",Río Negro,Sin Especificar,,,,1958-03-31,1964-04-30
3274,"Mancini, Galileo",Corrientes,Autonomista,,,,1963-08-12,1969-04-30
3275,"Mancini, Omar Alcides",Corrientes,Alianza Republicana Federal,,,,1973-05-03,1977-03-31
217,"Manfredotti, Carlos","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Justicialista,https://api.argentinadatos.com/static/senado/senadores/217.gif,,,1995-11-29,2001-12-09
3239,"Mansilla, Juan Argentino",Jujuy,Sin Especificar,,,,1958-03-31,1961-04-30
411,"Mansilla, Sergio Francisco",Tucumán,Frente para la Victoria,,,,2009-12-10,2015-12-09
3251,"Mantilla, Manuel F.",Corrientes,Sin Especificar,,,,1904-05-02,1913-04-30
576,"Manzur, Juan Luis",Tucumán,Alianza Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/576.gif,juan.manzur@senado.gob.ar,(+54 11) 28223000,2023-12-09,2027-12-09
278,"Maqueda, Juan Carlos",Córdoba,Justicialista,https://api.argentinadatos.com/static/senado/senadores/278.gif,,,2001-12-10,2003-12-09
105,"Maranguello, Pedro Carlos",San Luis,Justicialista,https://api.argentinadatos.com/static/senado/senadores/105.gif,,,1989-12-06,1998-12-09
62,"Marini, Celestino A.",Santa Fe,Justicialista,https://api.argentinadatos.com/static/senado/senadores/62.gif,,,1983-11-29,1986-12-09
344,"Marino, Juan Carlos",La Pampa,Alianza Cambiemos,https://api.argentinadatos.com/static/senado/senadores/344.gif,,,2015-12-10,2021-12-09
589,"Marks, Ana Inés",Río Negro,Fuerza Patria,,ana.marks@senado.gob.ar,(+54 11) 28223000,2025-12-10,2031-12-09
280,"Marti, Ruben Américo",Córdoba,Unión Cívica Radical,,,,2001-12-10,2003-12-09
63,"Martiarena, Jose H.",Jujuy,Justicialista,https://api.argentinadatos.com/static/senado/senadores/63.gif,,,1983-12-21,1989-12-09
315,"Martin, Floriana Nélida",San Juan,Justicialista,,,,2001-12-10,2005-12-09
335,"Martinazzo, Luis Eduardo",San Juan,Justicialista,,,,2001-12-10,2005-12-09
25,"Martinez Almudevar, Enrique J. M.",La Pampa,Justicialista,https://api.argentinadatos.com/static/senado/senadores/25.gif,,,1989-12-06,1998-12-09
3378,"Martinez Garbino, Lucio J.",Entre Ríos,U. C. R. Del Pueblo,,,,1963-08-12,1972-04-30
263,"Martinez Pelaez, Nelida Susana",Santa Cruz,Unión Cívica Radical,,,,1995-11-29,2001-12-09
3166,"Martinez Saravia, Miguel A.",Salta,Sin Especificar,,,,1963-08-12,1969-04-30
24,"Martinez, Daniel Esteban","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Justicialista,,,,1992-02-26,1995-12-09
3348,"Martinez, Gelon",San Juan,Sin Especificar,,,,1868-05-01,1877-04-30
3171,"Martinez, Jose Alberto",Formosa,U. C. R. Del Pueblo,,,,1963-08-12,1966-04-30
391,"Martinez, Jose Carlos","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Afirmación para una República Igualitaria,,,,2007-12-10,2013-12-09
3126,"Martinez, Jose Heriberto",Córdoba,Democrata Nacional,,,,1935-05-02,1944-04-30
3250,"Martinez, Juan E.",Corrientes,Sin Especificar,,,,1895-11-06,1904-04-30
3304,"Martinez, Julio Cesar",La Rioja,Unión Cívica Radical,,,,1973-05-03,1977-03-31
3298,"Martinez, Ramon Linidor",La Rioja,Sin Especificar,,,,1946-05-22,1949-04-30
3167,"Martinez, Regis",Córdoba,Sin Especificar,,,,1854-10-17,1857-04-30
3442,"Martos, Francisco Luis",Misiones,Sin Especificar,,,,1960-06-30,1961-04-30
334,"Martínez Pass de Cresto, Laura",Entre Ríos,Justicialista,,,,2001-12-10,2007-12-09
367,"Martínez, Alfredo Anselmo",Santa Cruz,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/367.gif,,,2011-12-10,2017-12-09
459,"Martínez, Ernesto Félix",Córdoba,Alianza Cambiemos,https://api.argentinadatos.com/static/senado/senadores/459.gif,,,2015-12-10,2021-12-09
482,"Martínez, Julio César",La Rioja,Cambiemos Fuerza Cívica Riojana,https://api.argentinadatos.com/static/senado/senadores/482.gif,,,2017-12-10,2023-12-09
61,"Marín, Rubén Hugo",La Pampa,Justicialista,https://api.argentinadatos.com/static/senado/senadores/61.gif,,,2003-12-10,2009-12-09
239,"Massaccesi, Horacio",Río Negro,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/239.gif,,,1996-12-11,2001-12-09
95,"Massat, Jorge Jose",Santa Fe,Justicialista,https://api.argentinadatos.com/static/senado/senadores/95.gif,,,1992-12-09,2001-12-09
342,"Massoni, Norberto",Chubut,Unión Cívica Radical,,,,2003-12-10,2009-12-09
336,"Mastandrea, Alicia Ester",Chaco,Unión Cívica Radical,,,,2001-12-10,2007-12-09
80,"Mathus Escorihuela, Miguel A.",Mendoza,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/80.gif,,,1983-11-29,1986-12-09
3430,"Mathus Hoyos, Alejandro",Mendoza,Sin Especificar,,,,1946-05-22,1955-04-30
3594,"Matienzo, Jose Nicolas",Tucumán,Unión Cívica Radical,,,,1932-01-20,1938-04-30
64,"Mauhum, Fernando",Córdoba,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/64.gif,,,1983-11-29,1989-12-09
3399,"Maya, Hector Domingo",Entre Ríos,Frejuli,,,,1973-05-03,1977-03-31
218,"Maya, Hector Maria",Entre Ríos,Justicialista,https://api.argentinadatos.com/static/senado/senadores/218.gif,,,1995-11-29,2001-12-09
294,"Mayans, José Miguel Ángel",Formosa,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/294.gif,mayans@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
300,"Maza, Ada Mercedes",La Rioja,Justicialista,,,,2001-12-10,2005-12-09
26,"Mazzucco, Faustino M.",Río Negro,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/26.gif,,,1986-11-28,1995-12-09
403,"Meabe, Josefina Angelica",Corrientes,Alianza Frente de Todos,,,,2009-12-10,2015-12-09
3129,"Melani, Francisco Jose",Córdoba,Sin Especificar,,,,1958-03-31,1964-04-30
219,"Melgarejo, Juan Ignacio",Santa Cruz,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/219.gif,,,1995-11-29,2001-12-09
3373,"Melo, Leopoldo",Entre Ríos,Unión Cívica Radical,,,,1925-04-28,1934-04-30
3449,"Mendaña, Pedro",Neuquén,Sin Especificar,,,,1966-06-01,1975-04-30
3270,"Mendiondo, Francisco Daniel",Corrientes,Sin Especificar,,,,1949-04-26,1952-04-30
3517,"Mendoza, Eriberto",San Luis,Sin Especificar,,,,1910-04-29,1919-04-30
540,"Mendoza, Sandra Mariela",Tucumán,Frente de Todos,https://api.argentinadatos.com/static/senado/senadores/540.gif,sandra.mendoza@senado.gob.ar,(+54 11) 28223000,2021-12-10,2027-12-09
3533,"Mendoza, Toribio",San Luis,Sin Especificar,,,,1883-04-30,1892-04-30
234,"Meneghini, Javier Reynaldo",Santiago del Estero,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/234.gif,,,1995-12-10,2001-12-09
357,"Menem, Carlos Saúl",La Rioja,Frente Justicialista Riojano,https://api.argentinadatos.com/static/senado/senadores/357.gif,,,2017-12-10,2023-12-09
27,"Menem, Eduardo",La Rioja,Justicialista,https://api.argentinadatos.com/static/senado/senadores/27.gif,,,2001-12-10,2005-12-09
454,"Mera, Dalmacio",Catamarca,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/454.gif,,,2015-12-10,2021-12-09
330,"Mera, Mario Rubén",Santiago del Estero,Justicialista,,,,2001-12-09,2007-12-09
401,"Mestre, Ramon Javier",Córdoba,Unión Cívica Radical,,,,2009-12-10,2015-12-09
431,"Michetti, Marta Gabriela",Ciudad Autónoma de Buenos Aires,Alianza Unión Pro,,,,2013-12-10,2019-12-09
3578,"Miguel, Pedro Honorio",Santiago del Estero,Sin Especificar,,,,1961-04-28,1970-04-30
253,"Mikkelsen-Löth, Jorge Federico",Santiago del Estero,Justicialista,,,,1998-11-25,2001-12-09
3458,"Minichelli de Costanzo, Martha Susana",Río Negro,Frejuli,,,,1973-05-03,1977-03-31
496,"Mirabella, Roberto Mario",Santa Fe,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/496.gif,,,2019-12-10,2021-12-09
3438,"Miranda, Guillermo Ildefonso",Misiones,Sin Especificar,,,,1960-06-30,1961-04-30
93,"Miranda, Julio Antonio",Tucumán,Justicialista,https://api.argentinadatos.com/static/senado/senadores/93.gif,,,2003-12-10,2009-12-09
471,"Mirkin, Beatriz Graciela",Tucumán,Alianza Frente para la Victoria,https://api.argentinadatos.com/static/senado/senadores/471.gif,,,2015-12-10,2021-12-09
3072,"Mitre, Bartolome",Buenos Aires,Sin Especificar,,,,1901-05-01,1910-04-30
554,"Moises, María Carolina",Jujuy,Alianza Unión por la Patria,https://api.argentinadatos.com/static/senado/senadores/554.gif,maria.moises@senado.gob.ar,(+54 11) 28223000,2023-12-10,2029-12-09
3180,"Molina, Emilio",Catamarca,Sin Especificar,,,,1916-04-29,1925-04-30
28,"Molina, Pedro E.",Santa Cruz,Justicialista,https://api.argentinadatos.com/static/senado/senadores/28.gif,,,1986-11-28,1995-12-09
3192,"Molina, Samuel",Catamarca,Sin Especificar,,,,1874-06-11,1883-04-30
247,"Molinari Romero, Luis Arturo R.",Córdoba,Unión Cívica Radical,https://api.argentinadatos.com/static/senado/senadores/247.gif,,,1998-11-25,2001-12-09
